State,County,Year,DayswithAQI,GoodDays,ModerateDays,UnhealthyforSensitiveGroupsDays,UnhealthyDays,VeryUnhealthyDays,HazardousDays,MaxAQI,Percentile90AQI,MedianAQI,DaysCO,DaysNO2,DaysOzone,DaysSO2,DaysPM25,DaysPM10
Ohio,Warren,2006,214,117,72,21,4,0,0,166,105,48,0,0,214,0,0,0
Ohio,Washington,2006,237,162,62,11,2,0,0,166,84,44,0,0,210,0,0,27
Ohio,Wood,2006,213,157,51,5,0,0,0,136,77,43,0,0,213,0,0,0
Ohio,Wyandot,2006,68,64,4,0,0,0,0,56,49,26,0,0,0,0,0,68
Ohio,Adams,2012,366,311,55,0,0,0,0,90,53,32,0,0,0,10,356,0
Ohio,Allen,2012,366,262,81,22,1,0,0,169,90,39,0,0,203,3,160,0
Ohio,Ashtabula,2012,366,301,56,7,2,0,0,179,77,31,0,0,209,157,0,0
Ohio,Athens,2012,55,44,11,0,0,0,0,68,56,34,0,0,0,0,55,0
Ohio,Belmont,2012,366,357,8,1,0,0,0,105,33,9,0,0,0,366,0,0
Ohio,Butler,2012,366,205,126,31,4,0,0,179,100,47,0,0,273,14,72,7
Ohio,Clark,2012,366,194,150,21,1,0,0,172,87,50,0,0,152,3,211,0
Ohio,Clermont,2012,366,207,136,17,5,1,0,202,90,47,0,0,159,0,207,0
Ohio,Clinton,2012,214,123,77,10,4,0,0,187,97,49,0,0,214,0,0,0
Ohio,Columbiana,2012,365,364,1,0,0,0,0,67,21,6,0,0,0,309,0,56
Ohio,Cuyahoga,2012,366,96,214,47,9,0,0,192,108,63,9,2,91,48,205,11
Ohio,Delaware,2012,213,128,70,14,1,0,0,185,93,46,0,0,213,0,0,0
Ohio,Fayette,2012,350,265,75,9,1,0,0,200,77,38,0,0,350,0,0,0
Ohio,Franklin,2012,366,197,145,21,2,1,0,201,90,49,0,0,159,0,204,3
Ohio,Geauga,2012,214,130,66,16,2,0,0,195,97,47,0,0,214,0,0,0
Ohio,Greene,2012,363,217,134,11,1,0,0,164,80,47,0,0,151,0,212,0
Ohio,Hamilton,2012,366,117,215,29,5,0,0,182,100,58,0,0,112,40,214,0
Ohio,Jefferson,2012,366,159,183,24,0,0,0,140,84,54,0,0,125,19,222,0
Ohio,Knox,2012,214,135,71,7,1,0,0,182,87,45,0,0,214,0,0,0
Ohio,Lake,2012,366,192,129,36,8,1,0,203,108,49,1,0,150,59,156,0
Ohio,Lawrence,2012,366,219,137,9,1,0,0,161,74,46,0,0,137,3,226,0
Ohio,Licking,2012,212,125,70,15,2,0,0,200,93,47,0,0,212,0,0,0
Ohio,Lorain,2012,364,264,86,12,2,0,0,159,74,40,0,0,174,0,190,0
Ohio,Lucas,2012,366,213,129,21,3,0,0,172,84,47,0,0,140,0,209,17
Ohio,Madison,2012,214,126,78,9,1,0,0,174,90,47,0,0,214,0,0,0
Ohio,Mahoning,2012,366,215,141,8,2,0,0,169,74,46,0,0,120,16,229,1
Ohio,Medina,2012,295,191,93,10,1,0,0,161,80,45,0,0,200,0,95,0
Ohio,Meigs,2012,364,364,0,0,0,0,0,49,13,3,0,0,0,364,0,0
Ohio,Miami,2012,213,131,68,13,1,0,0,177,90,47,0,0,213,0,0,0
Ohio,Montgomery,2012,366,191,158,16,1,0,0,169,84,50,10,0,148,0,208,0
Ohio,Morgan,2012,360,322,23,15,0,0,0,148,57,9,0,0,0,360,0,0
Ohio,Noble,2012,323,248,70,5,0,0,0,115,68,40,0,0,294,0,29,0
Ohio,Portage,2012,259,176,76,6,1,0,0,164,77,42,0,0,189,0,70,0
Ohio,Preble,2012,366,206,147,12,1,0,0,159,77,48,0,0,174,1,191,0
Ohio,Scioto,2012,366,332,34,0,0,0,0,69,49,20,0,0,0,22,114,230
Ohio,Stark,2012,366,176,169,20,1,0,0,192,84,52,0,0,156,0,210,0
Ohio,Summit,2012,366,178,186,1,1,0,0,151,76,51,24,0,73,78,191,0
Ohio,Trumbull,2012,366,226,123,15,2,0,0,187,80,45,0,0,150,0,215,1
Ohio,Tuscarawas,2012,292,288,4,0,0,0,0,81,27,11,0,0,0,292,0,0
Ohio,Warren,2012,361,156,194,9,2,0,0,166,77,53,0,0,110,0,251,0
Ohio,Washington,2012,214,134,73,7,0,0,0,150,90,47,0,0,214,0,0,0
Ohio,Wood,2012,214,145,56,12,1,0,0,174,93,44,0,0,214,0,0,0
Ohio,Adams,2013,365,330,35,0,0,0,0,70,50,29,0,0,0,11,354,0
Ohio,Allen,2013,362,300,60,2,0,0,0,112,58,36,0,0,183,3,176,0
Ohio,Ashtabula,2013,365,329,34,2,0,0,0,108,50,30,0,0,211,154,0,0
Ohio,Athens,2013,57,49,8,0,0,0,0,65,53,33,0,0,0,0,57,0
Ohio,Belmont,2013,363,363,0,0,0,0,0,50,24,4,0,0,0,363,0,0
Ohio,Butler,2013,365,244,118,3,0,0,0,119,71,42,0,0,263,14,82,6
Ohio,Clark,2013,365,235,124,6,0,0,0,112,67,46,0,0,142,4,219,0
Ohio,Clermont,2013,344,215,128,1,0,0,0,126,65,45,0,0,107,0,237,0
Ohio,Clinton,2013,213,184,28,1,0,0,0,122,54,41,0,0,213,0,0,0
Ohio,Columbiana,2013,351,350,1,0,0,0,0,57,21,6,0,0,0,292,0,59
Ohio,Cuyahoga,2013,365,155,202,7,1,0,0,151,76,54,11,10,81,48,203,12
Ohio,Delaware,2013,211,175,33,3,0,0,0,112,58,41,0,0,211,0,0,0
Ohio,Fayette,2013,332,304,26,2,0,0,0,108,49,35,0,0,332,0,0,0
Ohio,Franklin,2013,365,226,133,6,0,0,0,136,65,45,0,5,146,0,214,0
Ohio,Geauga,2013,214,182,31,1,0,0,0,112,54,39,0,0,214,0,0,0
Ohio,Greene,2013,365,240,122,2,1,0,0,159,64,44,0,0,135,0,230,0
Ohio,Hamilton,2013,365,115,241,9,0,0,0,116,78,56,0,2,84,30,249,0
Ohio,Jefferson,2013,365,212,149,4,0,0,0,147,67,46,0,0,110,25,227,3
Ohio,Knox,2013,214,182,30,2,0,0,0,108,58,40,0,0,214,0,0,0
Ohio,Lake,2013,365,226,129,10,0,0,0,150,71,44,0,0,114,28,223,0
Ohio,Lawrence,2013,365,246,116,3,0,0,0,110,64,44,0,0,87,5,273,0
Ohio,Licking,2013,214,190,23,1,0,0,0,105,51,41,0,0,214,0,0,0
Ohio,Lorain,2013,362,289,73,0,0,0,0,93,56,35,0,0,133,0,229,0
Ohio,Lucas,2013,365,252,112,1,0,0,0,108,61,42,0,0,122,6,237,0
Ohio,Madison,2013,213,177,36,0,0,0,0,97,61,42,0,0,213,0,0,0
Ohio,Mahoning,2013,365,250,114,1,0,0,0,119,64,43,0,0,75,10,279,1
Ohio,Medina,2013,257,212,45,0,0,0,0,97,58,39,0,0,186,0,71,0
Ohio,Meigs,2013,364,361,3,0,0,0,0,85,17,4,0,0,0,364,0,0
Ohio,Miami,2013,214,175,37,2,0,0,0,105,61,42,0,0,214,0,0,0
Ohio,Montgomery,2013,365,209,151,5,0,0,0,113,67,47,5,0,106,0,254,0
Ohio,Morgan,2013,356,305,34,16,1,0,0,200,67,7,0,0,0,356,0,0
Ohio,Noble,2013,348,304,43,1,0,0,0,108,54,37,0,0,304,0,44,0
Ohio,Portage,2013,237,213,24,0,0,0,0,90,51,30,0,0,166,0,71,0
Ohio,Preble,2013,361,235,125,1,0,0,0,113,63,45,0,0,153,0,208,0
Ohio,Scioto,2013,365,342,23,0,0,0,0,75,48,19,0,0,0,19,116,230
Ohio,Stark,2013,365,245,117,3,0,0,0,112,67,45,1,0,107,0,257,0
Ohio,Summit,2013,365,293,69,3,0,0,0,146,60,35,14,0,148,109,94,0
Ohio,Trumbull,2013,365,256,108,1,0,0,0,133,63,41,0,0,115,0,250,0
Ohio,Warren,2013,349,127,219,3,0,0,0,112,71,55,0,0,36,0,313,0
Ohio,Washington,2013,213,192,20,1,0,0,0,112,50,41,0,0,213,0,0,0
Ohio,Wood,2013,214,186,28,0,0,0,0,100,54,39,0,0,214,0,0,0
Ohio,Adams,2007,362,316,44,2,0,0,0,130,57,16,0,0,0,362,0,0
Ohio,Allen,2007,365,286,61,17,1,0,0,156,84,31,0,0,213,129,0,23
Ohio,Ashtabula,2007,359,289,46,18,6,0,0,182,90,34,0,0,212,147,0,0
Ohio,Athens,2007,362,236,100,25,1,0,0,151,93,42,0,22,203,105,32,0
Ohio,Belmont,2007,325,246,64,15,0,0,0,130,80,24,0,0,0,325,0,0
Ohio,Butler,2007,365,182,129,48,6,0,0,197,112,51,0,0,255,43,67,0
Ohio,Clark,2007,365,233,111,19,2,0,0,177,87,44,0,0,182,103,80,0
Ohio,Clermont,2007,255,129,95,27,4,0,0,169,108,50,0,0,183,0,72,0
Ohio,Clinton,2007,214,105,67,40,2,0,0,164,115,51,0,0,214,0,0,0
Ohio,Columbiana,2007,363,294,55,13,1,0,0,161,77,18,0,0,0,322,0,41
Ohio,Crawford,2007,323,272,42,9,0,0,0,122,67,35,0,0,323,0,0,0
Ohio,Cuyahoga,2007,365,148,179,33,5,0,0,195,101,58,1,56,83,144,64,17
Ohio,Delaware,2007,213,130,56,26,1,0,0,154,105,48,0,0,213,0,0,0
Ohio,Fayette,2007,361,259,80,22,0,0,0,147,90,40,0,0,361,0,0,0
Ohio,Franklin,2007,365,205,119,35,6,0,0,172,105,46,26,0,181,40,78,40
Ohio,Geauga,2007,214,178,35,1,0,0,0,101,64,38,0,0,214,0,0,0
Ohio,Greene,2007,262,144,101,16,1,0,0,166,90,48,0,0,184,0,76,2
Ohio,Hamilton,2007,365,111,190,56,8,0,0,187,120,61,0,35,142,44,144,0
Ohio,Hancock,2007,54,54,0,0,0,0,0,33,31,22,0,0,0,0,0,54
Ohio,Jefferson,2007,365,191,132,40,2,0,0,176,102,48,35,0,142,111,77,0
Ohio,Knox,2007,214,135,65,13,1,0,0,156,90,45,0,0,214,0,0,0
Ohio,Lake,2007,365,183,124,54,4,0,0,169,110,50,5,0,110,188,62,0
Ohio,Lawrence,2007,365,215,125,23,2,0,0,159,91,45,0,0,164,108,93,0
Ohio,Licking,2007,214,126,70,18,0,0,0,143,97,47,0,0,214,0,0,0
Ohio,Lorain,2007,262,157,92,12,1,0,0,163,82,45,0,0,177,0,84,1
Ohio,Lucas,2007,365,221,125,15,4,0,0,185,92,44,0,0,144,91,76,54
Ohio,Madison,2007,212,108,77,25,2,0,0,164,105,50,0,0,212,0,0,0
Ohio,Mahoning,2007,365,239,101,24,1,0,0,164,87,41,0,0,159,126,80,0
Ohio,Medina,2007,259,181,76,2,0,0,0,108,67,40,0,0,173,0,86,0
Ohio,Meigs,2007,358,329,25,4,0,0,0,122,44,11,0,0,0,358,0,0
Ohio,Miami,2007,214,147,57,10,0,0,0,143,84,45,0,0,214,0,0,0
Ohio,Montgomery,2007,365,239,110,15,1,0,0,153,77,41,102,0,167,0,96,0
Ohio,Morgan,2007,365,291,38,28,8,0,0,172,97,20,0,0,0,365,0,0
Ohio,Noble,2007,363,261,85,17,0,0,0,143,80,41,0,0,304,0,59,0
Ohio,Portage,2007,256,167,75,13,1,0,0,161,81,43,0,0,168,0,88,0
Ohio,Preble,2007,263,151,104,8,0,0,0,129,83,47,0,0,183,0,80,0
Ohio,Scioto,2007,365,278,84,3,0,0,0,117,62,33,0,0,0,111,105,149
Ohio,Stark,2007,355,189,123,36,7,0,0,182,108,47,106,0,189,0,60,0
Ohio,Summit,2007,365,210,117,30,8,0,0,179,101,46,15,0,172,104,74,0
Ohio,Trumbull,2007,262,140,90,30,2,0,0,166,108,50,0,0,186,0,76,0
Ohio,Tuscarawas,2007,359,309,47,3,0,0,0,104,56,23,0,0,0,359,0,0
Ohio,Warren,2007,258,115,91,48,4,0,0,195,122,54,0,0,196,0,62,0
Ohio,Washington,2007,229,128,76,21,4,0,0,164,105,49,0,0,214,0,0,15
Ohio,Wood,2007,213,148,49,13,3,0,0,159,93,44,0,0,213,0,0,0
Ohio,Wyandot,2007,55,42,12,1,0,0,0,107,56,30,0,0,0,0,0,55
Ohio,Adams,2011,365,266,97,2,0,0,0,105,68,32,0,0,0,48,317,0
Ohio,Allen,2011,364,283,72,9,0,0,0,119,73,36,0,0,194,6,163,1
Ohio,Ashtabula,2011,365,307,50,7,1,0,0,154,74,30,0,0,211,154,0,0
Ohio,Athens,2011,347,280,63,4,0,0,0,115,63,33,0,94,168,50,35,0
Ohio,Belmont,2011,358,345,13,0,0,0,0,91,36,9,0,0,0,358,0,0
Ohio,Butler,2011,349,209,114,25,1,0,0,172,93,45,0,0,274,8,67,0
Ohio,Clark,2011,365,199,151,15,0,0,0,140,80,48,0,0,143,1,221,0
Ohio,Clermont,2011,365,198,150,15,2,0,0,179,80,49,0,0,112,0,253,0
Ohio,Clinton,2011,214,131,61,19,3,0,0,161,101,47,0,0,214,0,0,0
Ohio,Columbiana,2011,364,363,1,0,0,0,0,51,24,9,0,0,0,307,0,57
Ohio,Cuyahoga,2011,365,89,246,26,4,0,0,155,97,62,3,4,56,52,240,10
Ohio,Delaware,2011,214,156,51,7,0,0,0,126,71,43,0,0,214,0,0,0
Ohio,Fayette,2011,340,280,51,9,0,0,0,140,67,37,0,0,340,0,0,0
Ohio,Franklin,2011,365,191,160,10,4,0,0,156,80,49,0,0,120,0,244,1
Ohio,Geauga,2011,213,171,38,4,0,0,0,129,67,41,0,0,213,0,0,0
Ohio,Greene,2011,354,212,130,12,0,0,0,136,74,45,0,0,148,0,206,0
Ohio,Hamilton,2011,365,141,180,38,6,0,0,179,108,57,1,6,130,54,173,1
Ohio,Hancock,2011,15,15,0,0,0,0,0,43,39,21,0,0,0,0,0,15
Ohio,Jefferson,2011,365,175,176,13,1,0,0,153,84,52,0,0,79,40,246,0
Ohio,Knox,2011,214,166,41,7,0,0,0,147,67,42,0,0,214,0,0,0
Ohio,Lake,2011,365,177,120,66,2,0,0,161,112,52,0,0,97,111,157,0
Ohio,Lawrence,2011,365,189,164,12,0,0,0,126,83,50,0,0,48,1,316,0
Ohio,Licking,2011,214,158,48,8,0,0,0,140,71,44,0,0,214,0,0,0
Ohio,Lorain,2011,355,251,97,7,0,0,0,136,66,39,0,0,143,0,212,0
Ohio,Lucas,2011,365,229,129,7,0,0,0,147,74,44,0,0,105,0,249,11
Ohio,Madison,2011,213,146,53,14,0,0,0,143,84,44,0,0,213,0,0,0
Ohio,Mahoning,2011,365,209,149,7,0,0,0,140,71,46,0,0,78,14,273,0
Ohio,Medina,2011,283,198,82,3,0,0,0,129,70,43,0,0,171,0,112,0
Ohio,Meigs,2011,348,301,38,9,0,0,0,120,70,9,0,0,0,348,0,0
Ohio,Miami,2011,214,145,62,7,0,0,0,126,80,45,0,0,214,0,0,0
Ohio,Montgomery,2011,365,188,160,16,1,0,0,172,87,50,4,0,142,0,219,0
Ohio,Morgan,2011,364,291,38,33,2,0,0,156,97,11,0,0,0,364,0,0
Ohio,Noble,2011,304,255,49,0,0,0,0,97,57,40,0,0,257,0,47,0
Ohio,Portage,2011,259,194,62,3,0,0,0,122,64,37,0,0,165,0,94,0
Ohio,Preble,2011,365,212,148,5,0,0,0,136,75,46,0,0,160,2,203,0
Ohio,Scioto,2011,365,324,40,1,0,0,0,105,52,25,0,0,0,72,112,181
Ohio,Stark,2011,365,169,184,10,2,0,0,154,79,52,0,0,114,0,251,0
Ohio,Summit,2011,365,221,137,7,0,0,0,150,72,44,7,0,167,46,145,0
Ohio,Trumbull,2011,362,217,135,10,0,0,0,140,72,45,0,0,120,0,241,1
Ohio,Tuscarawas,2011,365,354,11,0,0,0,0,91,31,13,0,0,0,365,0,0
Ohio,Warren,2011,350,165,167,17,1,0,0,166,86,52,0,0,104,0,246,0
Ohio,Washington,2011,211,158,49,4,0,0,0,143,74,42,0,0,211,0,0,0
Ohio,Wood,2011,214,166,39,9,0,0,0,129,77,42,0,0,214,0,0,0
Ohio,Adams,2005,355,313,33,9,0,0,0,140,54,17,0,0,0,355,0,0
Ohio,Allen,2005,358,265,70,21,2,0,0,159,87,33,0,0,209,127,0,22
Ohio,Ashtabula,2005,362,279,53,23,7,0,0,197,90,34,0,0,207,155,0,0
Ohio,Athens,2005,61,31,26,3,1,0,0,194,90,50,0,0,0,0,61,0
Ohio,Belmont,2005,354,243,63,44,4,0,0,200,105,31,0,0,0,354,0,0
Ohio,Butler,2005,365,167,145,45,7,1,0,201,112,52,0,0,176,113,75,1
Ohio,Clark,2005,365,218,117,25,5,0,0,177,93,45,0,0,181,110,74,0
Ohio,Clermont,2005,344,185,122,35,2,0,0,159,101,49,0,0,163,114,67,0
Ohio,Clinton,2005,214,113,65,33,3,0,0,179,119,49,0,0,214,0,0,0
Ohio,Columbiana,2005,357,266,69,22,0,0,0,149,85,24,0,0,0,315,0,42
Ohio,Crawford,2005,342,266,53,23,0,0,0,147,80,36,0,0,342,0,0,0
Ohio,Cuyahoga,2005,365,145,176,40,4,0,0,182,105,59,2,43,86,104,100,30
Ohio,Delaware,2005,214,119,71,23,1,0,0,172,108,47,0,0,214,0,0,0
Ohio,Fayette,2005,353,261,64,26,2,0,0,156,93,38,0,0,353,0,0,0
Ohio,Franklin,2005,365,200,122,36,6,1,0,201,105,47,12,0,172,36,78,67
Ohio,Gallia,2005,345,293,41,10,1,0,0,154,64,23,0,0,0,345,0,0
Ohio,Geauga,2005,206,107,63,30,6,0,0,164,115,49,0,0,206,0,0,0
Ohio,Greene,2005,264,125,110,27,2,0,0,161,101,52,0,0,182,0,81,1
Ohio,Hamilton,2005,365,154,138,60,12,1,0,208,126,60,0,95,120,76,74,0
Ohio,Hancock,2005,61,61,0,0,0,0,0,42,32,23,0,0,0,0,0,61
Ohio,Jefferson,2005,365,153,127,74,11,0,0,183,125,59,15,0,121,169,56,4
Ohio,Knox,2005,213,128,66,17,2,0,0,190,100,46,0,0,213,0,0,0
Ohio,Lake,2005,365,149,128,72,15,1,0,214,128,61,2,0,124,194,45,0
Ohio,Lawrence,2005,363,236,114,12,1,0,0,173,84,41,0,0,141,117,105,0
Ohio,Licking,2005,234,149,61,22,2,0,0,151,101,44,0,0,207,0,0,27
Ohio,Lorain,2005,262,147,94,19,2,0,0,185,97,48,0,0,174,0,88,0
Ohio,Lucas,2005,365,185,140,34,5,1,0,203,105,49,0,0,147,92,73,53
Ohio,Madison,2005,214,120,62,29,3,0,0,174,108,48,0,0,214,0,0,0
Ohio,Mahoning,2005,365,218,124,21,2,0,0,174,91,44,0,0,146,129,90,0
Ohio,Medina,2005,226,111,85,25,5,0,0,190,107,51,0,0,179,0,47,0
Ohio,Meigs,2005,358,296,53,9,0,0,0,150,66,17,0,0,0,358,0,0
Ohio,Miami,2005,214,132,62,20,0,0,0,150,93,46,0,0,214,0,0,0
Ohio,Montgomery,2005,365,222,116,26,1,0,0,174,92,43,99,0,166,0,100,0
Ohio,Morgan,2005,347,257,47,36,7,0,0,200,110,27,0,0,0,347,0,0
Ohio,Noble,2005,355,240,90,24,1,0,0,154,90,41,0,0,299,0,56,0
Ohio,Portage,2005,257,124,96,28,8,1,0,202,119,52,0,0,181,0,76,0
Ohio,Preble,2005,263,136,108,18,1,0,0,154,93,50,0,0,175,0,88,0
Ohio,Scioto,2005,365,224,136,5,0,0,0,133,79,43,0,0,0,125,99,141
Ohio,Stark,2005,361,213,114,30,3,1,0,201,97,45,100,0,168,0,93,0
Ohio,Summit,2005,365,148,148,64,5,0,0,177,116,57,6,0,132,145,82,0
Ohio,Trumbull,2005,263,121,104,33,5,0,0,174,108,54,0,0,182,0,80,1
Ohio,Tuscarawas,2005,349,287,58,3,1,0,0,200,59,30,0,0,0,349,0,0
Ohio,Warren,2005,212,111,64,33,4,0,0,190,122,50,0,0,212,0,0,0
Ohio,Washington,2005,234,140,64,24,6,0,0,179,108,48,0,0,211,0,0,23
Ohio,Wood,2005,214,134,57,21,2,0,0,166,105,45,0,0,214,0,0,0
Ohio,Wyandot,2005,146,143,3,0,0,0,0,52,38,23,0,0,0,0,0,146
Ohio,Adams,2004,366,283,75,7,1,0,0,152,67,23,0,0,0,366,0,0
Ohio,Allen,2004,366,314,47,5,0,0,0,129,61,31,0,0,210,133,0,23
Ohio,Ashtabula,2004,363,308,39,14,2,0,0,156,71,33,0,0,204,159,0,0
Ohio,Athens,2004,67,38,28,1,0,0,0,124,75,43,0,0,0,0,66,1
Ohio,Belmont,2004,360,241,85,34,0,0,0,137,100,34,0,0,0,359,0,1
Ohio,Butler,2004,366,183,161,21,1,0,0,161,89,51,0,0,180,114,72,0
Ohio,Clark,2004,366,241,110,14,1,0,0,156,77,44,0,0,176,112,78,0
Ohio,Clermont,2004,358,252,86,19,1,0,0,188,80,40,0,0,169,189,0,0
Ohio,Clinton,2004,214,145,54,14,1,0,0,154,93,45,0,0,214,0,0,0
Ohio,Columbiana,2004,364,252,81,29,2,0,0,156,94,26,0,0,0,318,0,46
Ohio,Crawford,2004,360,310,43,7,0,0,0,147,61,34,0,0,360,0,0,0
Ohio,Cuyahoga,2004,366,102,233,29,2,0,0,152,97,62,8,20,20,52,263,3
Ohio,Delaware,2004,214,158,43,13,0,0,0,129,84,44,0,0,214,0,0,0
Ohio,Fayette,2004,349,286,55,8,0,0,0,136,64,35,0,0,349,0,0,0
Ohio,Franklin,2004,366,118,223,24,1,0,0,151,90,58,0,0,89,9,261,7
Ohio,Gallia,2004,364,299,53,12,0,0,0,145,61,19,0,0,0,341,23,0
Ohio,Geauga,2004,213,159,42,11,1,0,0,154,90,43,0,0,213,0,0,0
Ohio,Greene,2004,257,171,73,13,0,0,0,147,84,44,0,0,184,0,69,4
Ohio,Hamilton,2004,366,96,208,60,2,0,0,166,111,65,0,31,63,99,173,0
Ohio,Hancock,2004,54,54,0,0,0,0,0,39,29,23,0,0,0,0,0,54
Ohio,Jefferson,2004,366,171,136,53,6,0,0,200,110,53,8,0,95,175,84,4
Ohio,Knox,2004,208,163,36,9,0,0,0,143,84,43,0,0,208,0,0,0
Ohio,Lake,2004,366,197,113,56,0,0,0,149,107,47,4,0,108,196,58,0
Ohio,Lawrence,2004,366,262,103,1,0,0,0,108,66,37,0,0,137,130,99,0
Ohio,Licking,2004,238,166,58,14,0,0,0,122,84,43,0,0,212,0,0,26
Ohio,Lorain,2004,331,227,95,9,0,0,0,143,75,38,0,0,143,90,98,0
Ohio,Lucas,2004,366,224,123,18,1,0,0,161,89,44,0,0,133,94,86,53
Ohio,Madison,2004,214,150,52,12,0,0,0,129,87,44,0,0,214,0,0,0
Ohio,Mahoning,2004,366,150,200,15,1,0,0,151,90,54,0,0,71,21,274,0
Ohio,Medina,2004,208,162,38,8,0,0,0,150,84,42,0,0,208,0,0,0
Ohio,Meigs,2004,355,297,46,12,0,0,0,134,61,16,0,0,0,355,0,0
Ohio,Miami,2004,213,148,57,8,0,0,0,133,77,44,0,0,213,0,0,0
Ohio,Monroe,2004,5,5,0,0,0,0,0,19,19,14,0,0,0,0,0,5
Ohio,Montgomery,2004,366,261,102,3,0,0,0,117,70,38,101,0,153,0,112,0
Ohio,Morgan,2004,348,261,46,31,10,0,0,200,106,24,0,0,0,348,0,0
Ohio,Noble,2004,357,279,72,6,0,0,0,132,64,37,0,0,300,0,57,0
Ohio,Portage,2004,260,159,84,16,1,0,0,151,92,45,0,0,178,0,82,0
Ohio,Preble,2004,260,177,82,1,0,0,0,105,64,44,0,0,164,0,96,0
Ohio,Scioto,2004,365,287,75,3,0,0,0,128,61,27,0,0,0,241,105,19
Ohio,Seneca,2004,177,176,1,0,0,0,0,52,28,16,0,0,0,0,0,177
Ohio,Stark,2004,366,242,108,15,1,0,0,151,83,42,52,0,162,30,92,30
Ohio,Summit,2004,366,117,183,61,5,0,0,163,111,62,0,0,51,123,192,0
Ohio,Trumbull,2004,360,174,162,22,2,0,0,159,92,51,0,0,125,0,232,3
Ohio,Tuscarawas,2004,354,283,66,5,0,0,0,127,60,29,0,0,0,354,0,0
Ohio,Warren,2004,213,137,55,20,1,0,0,154,100,46,0,0,213,0,0,0
Ohio,Washington,2004,237,177,52,8,0,0,0,129,80,43,0,0,210,0,0,27
Ohio,Wood,2004,214,167,41,6,0,0,0,129,67,42,0,0,214,0,0,0
Ohio,Wyandot,2004,171,167,4,0,0,0,0,70,40,22,0,0,0,0,0,171
Ohio,Adams,2010,362,265,97,0,0,0,0,98,64,28,0,0,0,189,173,0
Ohio,Allen,2010,365,221,132,11,1,0,0,153,81,45,0,0,177,4,181,3
Ohio,Ashtabula,2010,346,277,51,17,1,0,0,156,77,35,0,0,214,132,0,0
Ohio,Athens,2010,361,286,70,5,0,0,0,119,67,36,0,31,180,119,31,0
Ohio,Belmont,2010,363,350,11,2,0,0,0,103,36,9,0,0,0,363,0,0
Ohio,Butler,2010,363,208,127,27,1,0,0,151,93,48,0,0,292,9,62,0
Ohio,Clark,2010,365,178,177,10,0,0,0,136,83,51,0,0,143,15,207,0
Ohio,Clermont,2010,365,152,198,14,1,0,0,154,81,53,0,0,132,0,233,0
Ohio,Clinton,2010,213,115,89,9,0,0,0,133,87,49,0,0,213,0,0,0
Ohio,Columbiana,2010,365,357,8,0,0,0,0,100,30,9,0,0,0,309,0,56
Ohio,Crawford,2010,280,231,48,1,0,0,0,112,64,41,0,0,280,0,0,0
Ohio,Cuyahoga,2010,365,99,228,37,1,0,0,154,101,63,0,6,89,63,206,1
Ohio,Delaware,2010,212,138,66,8,0,0,0,133,84,44,0,0,212,0,0,0
Ohio,Fayette,2010,352,277,70,5,0,0,0,129,67,40,0,0,352,0,0,0
Ohio,Franklin,2010,365,182,164,18,1,0,0,156,84,51,1,0,163,0,198,3
Ohio,Geauga,2010,214,138,68,7,1,0,0,154,84,46,0,0,214,0,0,0
Ohio,Greene,2010,365,178,183,4,0,0,0,115,80,51,0,0,154,0,211,0
Ohio,Hamilton,2010,365,54,279,29,3,0,0,172,97,68,0,2,94,9,260,0
Ohio,Hancock,2010,61,61,0,0,0,0,0,39,34,22,0,0,0,0,0,61
Ohio,Jefferson,2010,365,170,178,16,1,0,0,152,87,52,0,0,96,28,239,2
Ohio,Knox,2010,214,154,56,4,0,0,0,122,74,42,0,0,214,0,0,0
Ohio,Lake,2010,365,162,132,69,2,0,0,159,112,55,0,0,118,106,141,0
Ohio,Lawrence,2010,365,164,187,13,1,0,0,152,84,53,0,0,117,63,185,0
Ohio,Licking,2010,214,129,75,10,0,0,0,136,80,46,0,0,214,0,0,0
Ohio,Lorain,2010,361,186,163,12,0,0,0,140,81,49,0,0,89,0,272,0
Ohio,Lucas,2010,360,209,143,7,1,0,0,164,74,46,0,0,130,0,197,33
Ohio,Madison,2010,210,132,70,8,0,0,0,126,84,47,0,0,210,0,0,0
Ohio,Mahoning,2010,365,188,169,8,0,0,0,140,74,50,0,0,89,21,255,0
Ohio,Medina,2010,324,205,113,5,1,0,0,161,80,44,0,2,248,2,72,0
Ohio,Meigs,2010,365,326,31,8,0,0,0,149,52,9,0,0,0,365,0,0
Ohio,Miami,2010,213,146,65,2,0,0,0,133,77,44,0,0,213,0,0,0
Ohio,Montgomery,2010,365,155,189,21,0,0,0,140,87,54,0,0,147,0,218,0
Ohio,Morgan,2010,365,320,20,23,2,0,0,200,70,10,0,0,0,365,0,0
Ohio,Noble,2010,340,246,82,12,0,0,0,136,77,42,0,0,302,0,38,0
Ohio,Portage,2010,260,195,61,4,0,0,0,126,64,40,0,0,180,0,80,0
Ohio,Preble,2010,359,179,175,5,0,0,0,136,74,51,0,0,141,0,218,0
Ohio,Scioto,2010,365,301,63,1,0,0,0,110,57,26,0,0,0,87,106,172
Ohio,Stark,2010,365,145,195,24,1,0,0,156,92,56,3,0,133,0,229,0
Ohio,Summit,2010,365,120,227,18,0,0,0,140,89,59,0,0,74,9,282,0
